0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,294,257,235,200,166,153,155,115,113,98,90,107,88,85,69,43,62,71,63,51,56,57,50,39,23,23,26,16,27,15,15,18,12,21,14,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,337,311,266,248,206,172,161,161,116,117,97,94,111,91,84,71,46,66,74,65,54,59,61,52,44,25,25,27,18,27,16,15,18,13,22,15,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,380,328,307,259,232,196,163,153,155,113,109,93,85,106,87,80,65,44,64,71,63,51,58,59,52,42,26,24,27,17,28,15,14,17,12,20,14,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,389,370,315,293,251,221,183,152,142,145,107,104,85,80,94,83,73,60,39,60,68,59,48,54,57,48,40,24,24,24,16,26,15,13,16,10,18,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,423,373,346,296,270,234,206,168,137,131,132,98,97,78,72,87,73,70,55,36,52,64,54,45,51,53,45,37,22,22,23,15,24,13,12,14,10,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,385,407,335,318,265,248,205,186,151,121,113,117,86,86,71,63,75,65,59,48,31,46,53,49,40,45,48,40,33,20,20,20,14,21,12,10,13,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592,515,464,476,402,371,312,285,236,211,174,141,128,129,97,96,80,71,85,71,67,54,35,51,60,53,45,51,54,47,37,22,22,23,15,24,13,12,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,741,694,596,523,538,450,418,342,315,259,229,186,154,143,140,103,104,86,80,91,77,71,59,36,56,65,58,47,55,58,50,40,24,24,25,16,25,15,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1096,796,731,633,548,550,462,425,357,314,261,229,187,152,144,143,104,102,87,80,94,77,71,58,38,53,65,57,47,52,58,50,40,24,23,25,16,25,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1645,1126,782,713,618,530,535,439,406,331,304,242,214,174,142,132,136,97,95,79,75,88,72,66,54,34,50,58,53,43,48,50,46,37,22,21,23,14,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1848,1996,1342,946,843,726,625,625,507,465,382,341,284,240,197,160,150,151,113,107,89,82,100,82,75,60,39,57,65,56,49,53,56,48,41,24,23,25,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1973,1905,2022,1347,952,863,727,612,614,503,449,366,329,270,235,187,154,143,145,107,103,86,79,93,80,71,58,37,54,61,54,44,50,51,44,35,22,21,0,0,0,0,0,0,0,0,0,0,0
